nomsuc2,numinv,caract,marca,color,moduni,numser,nomsuc1,diasapar,nomvenapar,diaseninv,numfacc,fecreg,tipocompra,obs_veh,nummot,numinv2,tipuni,llaves,desnac_imp,modellinea,descvers,ctoori,ctocon,ctototal
"PEÑUELA","31696","MARCH ADVANCE T/MAN","NISSAN","GRIS OXFORD/NEGRO","2026","3N1CK3CE8TL212431","CORDOBA",0,"",11,"4185075",10/08/2026,"0P3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16605871U","","MRMAB","","NACIONAL","","",254417.10,0.00,254417.10
"BODEGA TUXTEPEC","31697","MARCH ADVANCE T/MAN","NISSAN","PLATA/NEGRO","2026","3N1CK3CE0TL212357","TUXTEPEC",0,"",11,"4185227",10/08/2026,"0P3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16606444U","","MRMAB","","NACIONAL","","",254417.10,0.00,254417.10
"BODEGA ORIZABA","31725","MARCH ADVANCE T/MAN","NISSAN","BLANCO/NEGRO","2026","3N1CK3CE2TL212702","ORIZABA",0,"",9,"4186300",12/08/2026,"0P3","18/08/26 406 CARLOS VARILLAS FUENTES","HR16606639U","","MRMAB","","NACIONAL","","",254417.10,0.00,254417.10
"BODEGA ORIZABA","31734","MARCH ADVANCE T/MAN","NISSAN","BLANCO/NEGRO","2026","3N1CK3CE8TL212722","ORIZABA",0,"",8,"4186810",13/08/2026,"0P3","(ORIZABA), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16607132U","","MRMAB","","NACIONAL","","",254417.10,0.00,254417.10
"EN TRANSITO","31763","MARCH ADVANCE T/MAN","NISSAN","BLANCO/NEGRO","2026","3N1CK3CEXTL213094","CORDOBA",0,"",4,"4187982",17/08/2026,"0P3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16607608U","","MRMAB","","NACIONAL","","",254417.10,0.00,254417.10
"EN TRANSITO","31783","MARCH ADVANCE T/MAN","NISSAN","BLANCO/NEGRO","2026","3N1CK3CE3TL211333","CORDOBA",0,"",3,"4188409",18/08/2026,"P1F","19/08/26 FLOTA BUEN CAPITAL","HR16605068U","","MRMAB","","NACIONAL","","",254417.10,0.00,254417.10
"EN TRANSITO","31789","MARCH ADVANCE T/MAN","NISSAN","BLANCO/NEGRO","2026","3N1CK3CE3TL212711","JUCHITAN",0,"",3,"4188561",18/08/2026,"0P3","(JUCHITAN) (# CONCS. : 00525), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16607158U","","MRMAB","","NACIONAL","","",254417.10,0.00,254417.10
"EN TRANSITO","31817","MARCH ADVANCE T/MAN","NISSAN","PLATA/NEGRO","2026","3N1CK3CE9TL213524","CORDOBA",0,"",1,"4189758",20/08/2026,"0P3","(CORDOBA) (# CONCS. : 00416), CANAL ASIG. : ALLOCAT - INDEFINIDO","HR16607997U","","MRMAB","","NACIONAL","","",254417.10,0.00,254417.10
"BODEGA ORIZABA","31495","MARCH SENSE T/MAN","NISSAN","AZUL COBALTO/NEGRO","2026","3N1CK3CE9TL210624","ORIZABA",0,"",23,"4178080",29/07/2026,"0P3","DISPONIBLE","HR16604161U","","MRMSB","","NACIONAL","","",232670.26,0.00,232670.26
"BODEGA ORIZABA","31496","MARCH SENSE T/MAN","NISSAN","AZUL COBALTO/NEGRO","2026","3N1CK3CEXTL211071","ORIZABA",0,"",23,"4178082",29/07/2026,"0P3","(ORIZABA), CANAL ASIG. : AVR/MAR - DIRECTA NMX","HR16604876U","","MRMSB","","NACIONAL","","",232670.26,132.85,232803.11
"BODEGA TUXTEPEC","31509","MARCH SENSE T/MAN","NISSAN","AZUL COBALTO/NEGRO","2026","3N1CK3CE0TL210365","TUXTEPEC",0,"",23,"4178336",29/07/2026,"0P3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : AVR/MAR - DIRECTA NMX","HR16604028U","","MRMSB","","NACIONAL","","",232670.26,0.00,232670.26
"BODEGA TUXTEPEC","31510","MARCH SENSE T/MAN","NISSAN","AZUL COBALTO/NEGRO","2026","3N1CK3CE2TL211484","TUXTEPEC",0,"",23,"4178337",29/07/2026,"0P3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : AVR/MAR - DIRECTA NMX","HR16605326U","","MRMSB","","NACIONAL","","",232670.26,0.00,232670.26
"BODEGA TUXTEPEC","31511","MARCH SENSE T/MAN","NISSAN","AZUL COBALTO/NEGRO","2026","3N1CK3CE3TL210361","TUXTEPEC",0,"",23,"4178338",29/07/2026,"0P3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : AVR/MAR - DIRECTA NMX","HR16603604U","","MRMSB","","NACIONAL","","",232670.26,0.00,232670.26
"BODEGA TUXTEPEC","31513","MARCH SENSE T/MAN","NISSAN","AZUL COBALTO/NEGRO","2026","3N1CK3CE5TL210118","TUXTEPEC",0,"",23,"4178340",29/07/2026,"0P3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : AVR/MAR - DIRECTA NMX","HR16602602U","","MRMSB","","NACIONAL","","",232670.26,0.00,232670.26
"BODEGA TUXTEPEC","31514","MARCH SENSE T/MAN","NISSAN","AZUL COBALTO/NEGRO","2026","3N1CK3CE6TL210354","TUXTEPEC",0,"",23,"4178341",29/07/2026,"0P3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : AVR/MAR - DIRECTA NMX","HR16603608U","","MRMSB","","NACIONAL","","",232670.26,0.00,232670.26
"BODEGA TUXTEPEC","31515","MARCH SENSE T/MAN","NISSAN","AZUL COBALTO/NEGRO","2026","3N1CK3CE6TL210497","TUXTEPEC",0,"",23,"4178342",29/07/2026,"0P3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : AVR/MAR - DIRECTA NMX","HR16603877U","","MRMSB","","NACIONAL","","",232670.26,0.00,232670.26
"BODEGA TUXTEPEC","31516","MARCH SENSE T/MAN","NISSAN","AZUL COBALTO/NEGRO","2026","3N1CK3CE9TL209621","TUXTEPEC",0,"",23,"4178343",29/07/2026,"0P3","(TUXTEPEC) (# CONCS. : 00524), CANAL ASIG. : AVR/MAR - DIRECTA NMX","HR16603190U","","MRMSB","","NACIONAL","","",232670.26,0.00,232670.26
"EN TRANSITO","31811","MARCH SENSE T/MAN","NISSAN","BLANCO/NEGRO","2026","3N1CK3CE3TL212689","ORIZABA",0,"IVAN ORTIN GASCA",1,"4189753",20/08/2026,"0P3","21/08/26 406 KARINA HERNANDEZ","HR16607102U","","MRMSB","","NACIONAL","","",232812.60,0.00,232812.60
"EN TRANSITO","31812","MARCH SENSE T/MAN","NISSAN","BLANCO/NEGRO","2026","3N1CK3CE4TL213026","ORIZABA",0,"IVAN ORTIN GASCA",1,"4189754",20/08/2026,"0P3","21/08/26 406 KARINA HERNANDEZ","HR16606896U","","MRMSB","","NACIONAL","","",232812.60,0.00,232812.60
"EN TRANSITO","31813","MARCH SENSE T/MAN","NISSAN","BLANCO/NEGRO","2026","3N1CK3CE7TL212887","ORIZABA",0,"",1,"4189757",20/08/2026,"0P3","(ORIZABA), CANAL ASIG. : AVR/MAR - DIRECTA NMX","HR16607085U","","MRMSB","","NACIONAL","","",232812.60,0.00,232812.60
"EN TRANSITO","31814","MARCH SENSE T/MAN","NISSAN","BLANCO/NEGRO","2026","3N1CK3CE6TL213299","TIERRA BLANCA",0,"",1,"4189756",20/08/2026,"0P3","(TIERRA BLANCA) (# CONCS. : 00410), CANAL ASIG. : AVR/MAR - DIRECTA NMX","HR16607505U","","MRMSB","","NACIONAL","","",232812.60,0.00,232812.60
"EN TRANSITO","31818","MARCH SENSE T/MAN","NISSAN","BLANCO/NEGRO","2026","3N1CK3CE4TL213043","CORDOBA",0,"JULIO CESAR SANTOS V",1,"4189755",20/08/2026,"0P3","21/08/26 416 GLORIA MONTAÑO MARIN","HR16606869U","","MRMSB","","NACIONAL","","",232812.60,0.00,232812.60
"BODEGA ORIZABA","29345","SENTRA ADVANCE CVT 2.0 LTS","NISSAN","GRIS OXFORD/NEGRO","2026","3N1AB9AE0TY237906","ORIZABA",0,"",182,"4093317",20/02/2026,"P4V","TAPETES RIGIDOS $ 1770 + TAPETE RIGIDO CAJUELA $ 2,580","MR20318743K","","NSAC1","","NACIONAL","","",369880.26,2037.19,371917.45
